,COMMODITY_DESC,SUB_COMMODITY_DESC,SALES_VALUE,QUANTITY
3491,STATIONERY & SCHOOL SUPPLIES,MESSAGE CENTER/SIGNING,528.3299999999998,415
663,CHARCOAL AND LIGHTER FLUID,CHARCOAL LIGHTER FLUID/UTILITY,1157.0500000000045,414
291,BATH,BATH ACCESSORIES,720.9300000000019,413
3237,SMOKED MEATS,HAM- NET WEIGHT,1112.4900000000023,410
1354,FD WRAPS/BAGS/TRSH BG,COOKING BAGS,715.910000000002,409
510,CAKES,CAKES: SHEET,5376.739999999949,408
2159,INFANT FORMULA,INFANT FORMULA TODDLER,4856.319999999986,408
3030,REFRIGERATED,EGGS,1061.5600000000015,408
3816,VITAMINS,VITAMIN - CHILDREN,2269.429999999997,407
3569,TOBACCO OTHER,SNUFF,1592.1100000000033,407
3819,VITAMINS,VITAMIN - MINERALS,2324.799999999997,407
145,BABY FOODS,BABY SPRING WATERS,575.7499999999983,406
416,BLEACH,ALL FABRIC LIQUID BLEACH,2024.0800000000095,405
729,CHICKEN/POULTRY,CHIX: CHICKEN DINNERS/SNACKS H,2780.8599999999806,404
1365,FD WRAPS/BAGS/TRSH BG,WAX PAPER & FREEZER PAPER,809.0299999999992,402
1410,FITNESS&DIET,DIET CNTRL BARS NUTRITIONAL,766.2800000000007,402
3660,TROPICAL FRUIT,TROPICAL FRUIT - OTHER,725.810000000001,400
3236,SMOKED MEATS,HAM STEAKS/CUBES/SLICES,1537.489999999999,398
2161,INSECTICIDES,ANT AND ROACH,1481.6400000000044,396
3489,STATIONERY & SCHOOL SUPPLIES,LABELS/POST-IT/INDEX CARD,652.9200000000001,391
3554,TEAS,INSTANT TEA & TEA MIX,1331.9200000000005,390
564,CANDY - PACKAGED,CANDY REFRIGERATED,3819.6899999999864,387
761,CHRISTMAS  SEASONAL,CHRISTMAS LIGHTS,1017.6800000000014,387
3744,VALUE ADDED VEGETABLES,CARROTS SLICED/SHRED/STICKS,828.960000000001,386
3026,REFRIGERATED,ASEPTIC MILK,433.3400000000004,386
2951,PREPARED FOOD,PREP FD: SIDE DISHES (COLD),1094.170000000001,383
2068,HOSIERY/SOCKS,LEGGS,1429.730000000002,383
1398,FIRST AID PRODUCTS,HYDROCORTIZONE,1717.6800000000017,383
3543,SWEET GOODS & SNACKS,SW GDS: PUFF PASTRY-LESS THAN,1110.3800000000026,381
2831,PIES,PIES: CREAM/MERINGUE,1294.3600000000029,381
3109,SALADS/DIPS,SAL: DESSERTS-PREPACK,862.6700000000002,381
3860,WATER - CARBONATED/FLVRD DRINK,JUICE (UNDER 10% JUICE),439.13000000000034,381
623,CANNED JUICES,PRUNE JUICE (OVER 50% JUICE),1382.0800000000038,380
2549,MISC WINE,BEVERAGE WINES,1890.6400000000017,379
1328,EYE AND EAR CARE PRODUCTS,GENERAL EYE CARE,2533.7099999999964,379
487,BROOMS AND MOPS,RUBBER GLOVES,517.4400000000005,379
1216,DOMESTIC WINE,POPULAR 1.5LT WINES,4269.40999999997,377
2525,MEAT - SHELF STABLE,MICROWAVE,858.3199999999996,375
562,CANDY - PACKAGED,CANDY BOXED CHOCOLATES,1374.600000000002,375
1643,FROZEN PIZZA,FRZN SS PREMIUM ENTREES/DNRS/N,716.5399999999989,375
2373,LUNCHMEAT,HAM- NET WEIGHT,896.1500000000019,371
134,AUTOMOTIVE PRODUCTS,MOTOR/TRANS/MISC OIL,806.1499999999988,371
1802,GREETING CARDS/WRAP/PARTY SPLY,SPECIAL EVERYDAY,1464.1600000000026,371
3781,VEGETABLES - SHELF STABLE,LIMA BEANS,333.2200000000001,370
460,BREAKFAST SWEETS,CAKES: LAYERS,620.6600000000004,370
2217,J-HOOKS,JHOOK - HOUSEWARE,1111.5500000000027,368
3110,SALADS/DIPS,SAL: SALSA/DIPS BULK,1061.4199999999994,368
2529,MEAT - SHELF STABLE,POULTRY - STEW W/DUMPLINGS/ A,1041.9900000000005,367
2289,LAUNDRY ADDITIVES,SOIL & STAIN REMOVER,1779.8200000000027,366
2490,MEAT - MISC,MEAT SNACKS,1412.1900000000016,363
3279,SNKS/CKYS/CRKR/CNDY,BARS - GRANOLA/SNACK,729.1100000000008,362
1331,EYE AND EAR CARE PRODUCTS,SOFT LENS - CHEMICAL,2448.4099999999994,362
442,BREAD,BREAD:TORTILLAS/PITA,699.0699999999997,362
2010,HISPANIC,ORIENTAL FOODS AND MEALS,904.1899999999994,361
2826,PICKLE/RELISH/PKLD VEG,REFRIGERATED PICKLES,789.4600000000016,361
1995,HISPANIC,KOSHER FOODS,786.9700000000003,360
3778,VEGETABLES - SHELF STABLE,HOMINY,193.63000000000005,360
1116,DINNER MXS:DRY,PIZZA MIX DRY,1039.4499999999987,358
256,BAKING MIXES,PIZZA MIX DRY,147.17999999999998,358
404,BEVERAGE,ENERGY DRINK,674.4500000000012,357
1812,HAIR CARE ACCESSORIES,HAIR COMBS AND BRUSHES,1025.560000000002,357
3181,SEASONAL,PUMPKINS,1359.7000000000012,354
3681,TURKEY,TURKEY BREAST BONELESS,1977.0000000000016,353
2155,INFANT FORMULA,BABY ISOTONIC DRINKS,1330.4400000000005,353
3324,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,250.26,351
2741,ORGANICS FRUIT & VEGETABLES,ORGANIC VEGETABLES SALAD,729.8500000000018,350
2292,LAUNDRY DETERGENTS,SPECIALTY LAUNDRY,1868.780000000002,349
3130,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,850.5600000000001,349
1863,HALLOWEEN,NOVELTIES,829.2000000000015,349
448,BREAKFAST SAUSAGE/SANDWICHES,FRESH,1072.6299999999987,348
3667,TURKEY,GRND/PATTY - FROZEN,680.0900000000015,348
3224,SINUS AND ALLERGY,SINUS/ALLERGY - PSE,2802.5399999999922,347
272,BAKING NEEDS,CORN STARCH,332.2799999999995,347
3101,SALADS/DIPS,PASTA/GRAIN SALADS - BULK,1072.78,347
936,CONVENIENT BRKFST/WHLSM SNACKS,INSTANT BREAKFAST,1372.450000000004,346
3355,SPICES & EXTRACTS,IMITATION EXTRACTS,542.3700000000002,343
15,AIR CARE,AIR CARE - SANITIZERS,1193.350000000002,342
3169,SEAFOOD-FRESH,SEAFOOD-FRE-MISC,1881.04,341
1816,HAIR CARE ACCESSORIES,MISC. HAIR & BEAUTY ACCESS.,1018.4500000000023,341
3111,SALADS/DIPS,SAL:OLIVES/PICKLES-BULK,1411.8399999999992,340
1512,FLORAL-FRESH CUT,ENHANCED FLOWER DISPLAY,459.72000000000014,338
1386,FILM AND CAMERA PRODUCTS,PRINT FILM,1816.9600000000025,338
3220,SINUS AND ALLERGY,NASAL SPRAY AND DROPS,1567.6500000000015,337
1308,ETHNIC PERSONAL CARE,ETHNIC HAIR CARE,1010.700000000001,336
2801,PET CARE SUPPLIES,DOG & CAT CHEMICALS,1787.2800000000025,336
2470,MAKEUP AND TREATMENT,SALLY HANSEN,1080.8000000000015,335
792,CHRISTMAS  SEASONAL,RIBBONS AND BOWS,459.5500000000006,332
2981,PROCESSED,FRUIT GLAZES,546.6599999999993,332
1522,FLORAL-FRESH CUT,MINUET,1604.45,331
1591,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-MISC,1648.6800000000023,331
149,BABY HBC,BABY LOTIONS & OILS,1040.500000000002,330
31,ANALGESICS,SLEEPING AIDS,1388.6600000000017,330
608,CANNED JUICES,GRAPEFRUIT JUICE (50% AND UNDE,934.6399999999982,330
276,BAKING NEEDS,MARASCHINO CHERRIES,546.1699999999989,327
2718,ORGANICS FRUIT & VEGETABLES,ORGANIC BERRIES,938.9000000000012,327
601,CANNED JUICES,CRANBERRY JUICE (OVER 50% JCE),1071.250000000002,326
1602,FROZEN MEAT,BEEF - FULLY COOKED,2204.5099999999993,325
1298,ELECTRICAL SUPPPLIES,INDOOR FLOODS AND SPOTS,2054.2100000000023,324
259,BAKING MIXES,SPECIALTY CAKE,735.4899999999999,321
2677,NUTS,PECANS SHELLED,1836.9300000000026,317
1244,DRY MIX DESSERTS,MISC: CHEESECAKE MOUSSE MIXES,779.1500000000005,317
2808,PET CARE SUPPLIES,PET TREATS,1223.650000000002,317
3241,SMOKED MEATS,HAMS-HALF/PORT BONELESS,1992.250000000001,315
270,BAKING NEEDS,COCONUT,442.1200000000007,314
3129,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,1235.2500000000007,313
2555,MISC. DAIRY,BREAD:TORTILLAS/PITA,1102.3900000000006,312
2942,PREPARED FOOD,PREP FD: ENTREES (COLD),2023.470000000001,311
238,BAKING,FLOURS/GRAINS/SUGAR,1042.6700000000014,311
804,CHRISTMAS  SEASONAL,WRAP,694.7200000000014,310
1565,FROZEN,FROZEN BREAKFAST,840.6200000000014,309
14,AIR CARE,AIR CARE - RUG,594.1800000000009,309
2905,PORK,SHLDR - STK/CHP/SLC,945.4900000000004,309
2075,HOSIERY/SOCKS,NO-NONSENSE,897.9600000000006,308
2347,LIQUOR,LIQUEURS/SPECIALTIES (42 UNDER,4173.279999999971,308
747,CHIPS&SNACKS,SPECIALTY CHIPS (SOY CRISPS/PI,818.2700000000007,307
1352,FAMILY PLANNING,PROPHYLACTICS,2148.620000000002,306
3542,SWEET GOODS & SNACKS,SW GDS: PUFF PASTRY,865.7300000000021,305
521,CANDLES/ACCESSORIES,CONTINUITY: FRAMES,375.8200000000003,305
214,BAKED BREAD/BUNS/ROLLS,PITA/TORTILLAS,317.99999999999983,305
2398,MAGAZINE,FOOD-MAGAZINE,1458.000000000003,304
3737,VALUE ADDED FRUIT,CUT FRUIT ALL OTHER,437.1400000000002,304
2285,LAUNDRY ADDITIVES,DRY & SPRAY STARCH,440.1899999999994,303
1360,FD WRAPS/BAGS/TRSH BG,LAWN & LEAF BAGS,1032.4000000000003,300
2717,ORGANICS FRUIT & VEGETABLES,ORGANIC APPLES,907.6600000000005,299
1973,HISPANIC,AUTHENTIC PEPPERS,485.18999999999863,298
2896,PORK,MARINATED PORK,1757.1300000000022,298
2561,MISC. DAIRY,MISC: HERRING PICKLES HORSER,521.7299999999999,297
2502,MEAT - MISC,PEPPERONI/SALAMI,1000.8700000000002,295
13,AIR CARE,AIR CARE - DISINFECTANT SPRAYS,997.6899999999999,295
3532,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,2071.610000000001,295
293,BATH,BATH BUBBLES-BATH SOAPS-ADDITI,872.2000000000011,293
1947,HEAT/SERVE,FRZN MULTI SERVE ENTREES ALL,1607.010000000001,293
1637,FROZEN PIE/DESSERTS,FRZN SS PREMIUM ENTREES/DNRS/N,551.6700000000008,293
919,CONDIMENTS/SAUCES,VINEGAR WINE/RICE,615.9899999999994,292
2536,MELONS,HONEYDEW WHOLE,948.6400000000011,291
2912,PORK,VARIETY MEAT - INTERNAL,644.2499999999993,291
1336,FALL AND WINTER SEASONAL,BANDANA/SCARVES,1603.480000000002,290
1955,HEAT/SERVE,SANDWICHES-OTHER,758.3300000000007,289
1205,DOMESTIC GOODS,SEASONAL CANDY BAGS-CHOCOLATE,105.3800000000001,289
3204,SHOE CARE,SHOE CARE: LACES/POLISH/CLOT,637.4900000000011,288
3736,VALUE ADDED FRUIT,APPLES WEDGE/SLICES,740.9600000000005,288
694,CHEESES,CHEESE:PROCESSED PREPORTND,1046.8400000000006,287
599,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (O,895.4200000000011,285
1061,DELI MEATS,MEAT: HAM PPK/PRSLC,1017.1200000000003,283
2983,PROCESSED,JARRED FRUIT,581.2300000000001,283
2757,PAPER HOUSEWARES,KITCHEN & BATHROOM DISPENSER C,712.3800000000011,283
2875,POPCORN,POPCORN - OTHER,488.99000000000115,283
3847,WATER,FORTIFIED/ENERGY WATER,392.84000000000015,282
2430,MAKEUP AND TREATMENT,APPLICATORS,506.8499999999995,282
2577,MISCELLANEOUS,SALADS,829.5000000000018,281
3767,VEGETABLES - ALL OTHERS,PRODUCE DISCONTINUED ITEMS,627.1700000000004,280
1332,EYE AND EAR CARE PRODUCTS,SOFT LENS - NON CHEMICAL,1381.5900000000022,280
3854,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - UNFLAVORED,490.1700000000002,280
350,BEEF,FLANK,1359.4500000000005,280
3274,SNACKS,SNACKS: CRACKERS/COOKIES,682.5100000000004,280
1876,HAND/BODY/FACIAL PRODUCTS,FACIAL CREAMS,2163.3099999999963,279
3794,VEGETABLES - SHELF STABLE,TOMATO PUREE & ASPIC,275.8299999999997,279
2767,PARTY TRAYS,DELI TRAY:MEAT AND CHEESE,4103.709999999971,279
3869,WATER - CARBONATED/FLVRD DRINK,TEA SWEETENED,311.36999999999995,278
1595,FROZEN BREAD/DOUGH,FRZN BREAD DOUGH,655.6600000000005,278
1576,FROZEN,FROZEN PIZZA,1331.1700000000023,278
3743,VALUE ADDED VEGETABLES,BROCCOLI/CAULIFLOWER PROCESSED,490.96000000000066,278
7,ADULT INCONTINENCE,ADULT INCONTINENCE UNDERGARMEN,2921.0699999999965,278
1974,HISPANIC,AUTHENTIC SAUCES SALSA PICAN,400.27000000000015,277
1070,DELI SPECIALTIES (RETAIL PK),DL SPEC: DRY/REFRIG PASTAS,839.7799999999993,276
827,COFFEE,GROUND FLVR DECAF COFFEE,1292.4300000000046,275
1835,HAIR CARE PRODUCTS,PROFESSIONAL HAIR CARE,2693.439999999993,274
3680,TURKEY,TURKEY BREAST BONE IN,2700.54,274
1711,FRZN VEGETABLE/VEG DSH,FRZN BREADED VEGETABLES,533.4700000000001,272
3817,VITAMINS,VITAMIN - HERBAL SUPPLEMENTS,1583.9900000000007,272
1013,COUPON/MISC ITEMS,CAN DOG FOOD RATION (TRIX/VETS,1020.1900000000007,272
1653,FRUIT - SHELF STABLE,APRICOTS,330.6899999999997,271
2885,PORK,GROUND PORK,650.1700000000017,270
1221,DOMESTIC WINE,ULTRA PREMIUM WINES,4366.099999999976,270
3142,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,1270.7000000000014,270
553,CANDY - PACKAGED,CANDY & BREATH MINTS (PKGD) (N,443.46000000000026,269
2324,LAWN AND GARDEN SHOP,SWIM/SPA POOLS,1054.860000000001,268
620,CANNED JUICES,OTHER CITRUS JUICES (OVER 50%,603.4499999999994,268
97,AUDIO/VIDEO PRODUCTS,DVD S,3431.46999999998,267
1147,DOG FOODS,DRY DOG ECONOMY (COST CUTTER/F,833.3800000000009,266
727,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT),1303.630000000002,265
2709,ORAL HYGIENE PRODUCTS,POWER TOOTHBRUSH/REFILLS,2396.0599999999954,265
3749,VALUE ADDED VEGETABLES,VEGETABLE PARTY TRAY,2461.5800000000013,265
3732,VALENTINE,VALENTINE GIFTWARE/DECOR,763.180000000001,265
414,BIRD SEED,WILD BIRD SEED,962.7900000000003,264
3329,SOFT DRINKS,TEA UNSWEETENED,541.5899999999999,263
2675,NUTS,NUTS OTHER,1204.8300000000015,263
720,CHICKEN,SEASONED POULTRY,1090.3600000000004,263
485,BROOMS AND MOPS,MOPS: SPONGE DECK DUST,2131.63,263
3199,SHAVING CARE PRODUCTS,MENS SKIN CARE/COLOGNE,1173.4900000000007,260
1588,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD SHRIMP,1496.6400000000017,259
2397,MAGAZINE,FITNESS&HEALTH-MAGAZINE,1029.7200000000014,259
2198,ISOTONIC DRINKS,ISOTONIC DRINKS POWDERED,973.6700000000011,258
1994,HISPANIC,ITALIAN FOODS,797.520000000001,257
2111,HOUSEHOLD CLEANG NEEDS,SALT/WATER CONDITIONERS,1667.6000000000015,256
3692,TURKEY,WHOLE HENS (UNDER 15LBS),2314.389999999999,256
2800,PET CARE SUPPLIES,DOG & CAT ACCESSORIES,978.7400000000015,254
454,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - COOKED,713.780000000001,254
430,BOOKSTORE,PAPERBACK BEST SELLER,1846.830000000006,253
793,CHRISTMAS  SEASONAL,SEASONAL,336.69000000000005,252
121,AUTOMOTIVE PRODUCTS,ANTIFREEZE,719.1600000000014,251
630,CANNED JUICES,SV BEV: BEV/JUICE 50-100% JUIC,256.9200000000003,250
3056,RICE CAKES,LARGE - RICE CAKES,433.0400000000008,250
2743,OVERNIGHT PHOTOFINISHING,OVERNIGHT PROCESSING,1876.9899999999996,249
2129,IMPORTED WINE,SOUTH AMERICAN WINES,1949.080000000002,248
1499,FLORAL-FRESH CUT,BOUQUET EVERYDAY MUSICAL,3007.129999999999,248
1233,DRY BN/VEG/POTATO/RICE,MISC GRAIN MIXES,464.6899999999998,248
3400,SPRING/SUMMER SEASONAL,COOLERS,1342.9200000000014,246
2429,MAKEUP AND TREATMENT,ALMAY,1440.65,245
2812,PET CARE SUPPLIES,SMALL ANIMAL NEEDS,1048.0300000000004,245
1156,DOLLAR VALUE PRODUCTS,DOLLAR DAYS,273.82000000000005,245
3240,SMOKED MEATS,HAMS-HALF/PORT BONE-IN,2127.1999999999994,244
3735,VALENTINE,VALENTINE TRAY PACK CARDS,456.15000000000117,244
2485,MEAT - MISC,DRUMS (IQF),1051.4800000000012,244
1081,DELI SUPPLIES,MISC SALES TRANS,820.6600000000003,243
2719,ORGANICS FRUIT & VEGETABLES,ORGANIC BROCCOLI/CAULIFLOWER,512.5000000000011,242
806,CHRISTMAS  SEASONAL,XMAS PLUSH,443.3300000000001,241
713,CHICKEN,GROUND CHICKEN,532.9300000000011,241
504,CAKES,CAKES: CNDLES/RETL ACCSS,201.73000000000047,240
3282,SNKS/CKYS/CRKR/CNDY,COOKIES/SWEET GOODS,691.6800000000002,240
261,BAKING NEEDS,BAKING COCOA,607.1600000000016,240
2953,PREPARED FOOD,PREP FOODS: SOUP - COLD,788.7500000000009,240
756,CHRISTMAS  SEASONAL,BOXED CHRISTMAS CARDS,1301.9599999999998,240
1401,FIRST AID PRODUCTS,MISC. FIRST AID PRODUCTS,443.83000000000186,239
2563,MISC. DAIRY,REFRIG PIZZA&INGRED  N/MEAT DE,645.8,236
1427,FLORAL BALLOONS,BALLOONS SHAPES/OTHER,1362.3100000000015,236
2962,PREPARED/PKGD FOODS,BOXED PREPARED/ENTREE/DRY PREP,543.3200000000005,235
2334,LIQUOR,BOURBON/TN WHISKEY (42 UNDER P,2892.3599999999938,234
3630,TOYS AND GAMES,PLAYBALLS,344.1800000000004,233
2238,JUICE,DRINKS - CARB JUICE (OVER 50%,494.22000000000025,233
1550,FOOT CARE PRODUCTS,FOOT SPRAYS POWDERS,1644.0800000000013,231
557,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE W/FLO,238.30999999999992,230
733,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (COLD),1196.9500000000014,229
1220,DOMESTIC WINE,SUPER PREMIUM WINES,3175.209999999988,229
3304,SOFT DRINKS,INSTANT COFFEE FLAVORED NO SWE,1366.2400000000014,228
335,BEANS - CANNED GLASS & MW,PEAS FRESH PACK CROWDER,169.9000000000001,228
506,CAKES,CAKES: ICE CREAM,3123.919999999985,228
1972,HISPANIC,AUTHENTIC PASTA RICE BEANS,254.35999999999967,228
2511,MEAT - MISC,THIGHS (IQF),971.440000000001,227
2423,MAGAZINE,TEEN-MAGAZINE,767.3900000000015,225
1719,GARDEN CENTER,FLATS,550.53,225
3420,SPRING/SUMMER SEASONAL,GRILL ACCESSORIES,1076.7900000000013,223
1627,FROZEN MEAT,SNACKS/APPETIZERS,766.9600000000008,222
2669,NON-DAIRY BEVERAGES,RICE BEVERAGE,514.3000000000003,222
3168,SEAFOOD-FRESH,SEAFOOD-FRE-LIVE SHLFSH-OTHER,1907.3000000000006,222
3515,STONE FRUIT,CHERRIES RANIER,1066.3300000000008,220
2349,LIQUOR,RTD COCKTAILS 750ML PLUS,1969.3000000000038,220
2103,HOUSEHOLD CLEANG NEEDS,FLOOR - HARD SURFACE,1147.7700000000016,219
358,BEEF,GRND/PATTY - SIRLOIN (90%+),868.2899999999996,219
1318,EXOTIC GAME/FOWL,CORNISH HEN,1197.8400000000013,218
3029,REFRIGERATED,DAIRY CHEESE,846.930000000001,217
1673,FRZN JCE CONC/DRNKS,COCKTAIL MIXES-FRZ,430.9599999999999,217
1549,FOOT CARE PRODUCTS,FOOT CARE - SHOE INSOLE/PADS,1379.180000000001,216
391,BEERS/ALES,BEERALE -NON ALCOHOLIC,1065.6499999999994,215
3301,SOFT DRINKS,CARBONATED WATER - UNFLAVORED,157.5100000000002,215
2975,PREPARED/PKGD FOODS,VEGETABLES/DRY BEANS,325.3599999999998,215
2505,MEAT - MISC,SANDWICHES&HANDHELDS,356.73999999999967,213
3144,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW SHLFSH-OTHER,2328.2099999999973,212
1635,FROZEN PIE/DESSERTS,FRZN PASTRY&COOKIES,850.6700000000008,212
2509,MEAT - MISC,SNACK MEAT,649.0000000000006,212
3496,STATIONERY & SCHOOL SUPPLIES,OFFICE PAPER,767.8800000000009,211
3544,SWEET GOODS & SNACKS,SW GDS: SPECIALTY DESSERTS,501.6000000000009,211
1227,DRIED FRUIT,DRIED PLUMS,650.6500000000012,211
1619,FROZEN MEAT,OTHER - FULLY COOKED,1748.680000000003,208
2694,ORAL HYGIENE PRODUCTS,DENTURE ADHESIVES,940.2100000000011,208
427,BOOKSTORE,HARDBACK/TRADE BEST SELLER,3237.5800000000013,208
3500,STATIONERY & SCHOOL SUPPLIES,PROMOTIONAL,380.85000000000036,207
1366,FEMININE HYGIENE,FEM HYGN DOUCHES,440.29000000000025,207
1085,DEODORANTS,ANTIPERSPIRANTS ONLY (AEROSOL),704.7700000000007,207
2566,MISC. DAIRY,REFRIGERATED PASTA SAUCE,676.2899999999989,206
2695,ORAL HYGIENE PRODUCTS,DENTURE CLEANSERS,832.1700000000003,204
3335,SOUP,CANS SOUP/CHILI,435.7699999999995,203
808,CIGARS,CIGARS,668.750000000001,203
2087,HOT DOGS,ECONOMY - BEEF,444.73000000000036,202
2124,IMPORTED WINE,ALL OTHER IMPORTED WINES,1683.9200000000017,202
503,CAKES,CAKES: CHEESECAKE,1654.0400000000013,201
2780,PEARS,PEARS BOSC,537.3200000000002,201
2496,MEAT - MISC,MISC BAG SNACKS,397.00000000000085,200
1962,HERBS,HERBS FRESH OTHER,368.950000000001,197
2220,J-HOOKS,JHOOK - TOYS,590.0300000000011,197
2028,HOME FREEZING & CANNING SUPPLY,CANNING JARSLIDSUTENSILSMIS,708.150000000001,197
103,AUDIO/VIDEO PRODUCTS,KIDS/FAMILY,3453.829999999984,197
1129,DINNER SAUSAGE,SAUSAGE,857.8399999999999,196
2681,NUTS,WALNUTS SHELLED,1124.0400000000013,196
979,COOKWARE & BAKEWARE,GLASS BAKEWARE,1226.2500000000014,196
1952,HEAT/SERVE,PORK-FULLY COOKED,1893.7400000000025,196
3558,TEAS,TEA BAGS & BULK TEA (SUPPLEMEN,591.2800000000009,196
659,CEREAL/BREAKFAST,GRANOLA,772.5400000000008,196
3351,SPICES & EXTRACTS,FOOD COLORINGS,381.46999999999997,194
3374,SPORTS MEMORABLILIA,COLLEGIATE,1259.2600000000014,194
398,BERRIES,CRANBERRIES,370.3800000000006,193
1877,HAND/BODY/FACIAL PRODUCTS,FACIAL LOTIONS,1724.0500000000009,193
1894,HARDWARE SUPPLIES,ADHESIVES/CAULK,449.3300000000003,193
2110,HOUSEHOLD CLEANG NEEDS,OVEN CLEANERS,654.4200000000001,192
1722,GARDEN CENTER,HANGING BASKETS (BLOOMING),1551.8600000000008,191
1878,HAND/BODY/FACIAL PRODUCTS,FACIAL MOISTURIZERS,2312.2599999999984,191
2116,HOUSEHOLD CLEANG NEEDS,WEATHERIZATION,648.900000000001,190
1507,FLORAL-FRESH CUT,CONSUMER BUNCH (NON-ROSE),1042.990000000001,190
432,BOTTLE DEPOSITS,BOTTLE DEPOSITS,116.59999999999997,190
2984,PROCESSED,JUICE,1203.8500000000015,190
438,BREAD,BREAD:PARTY BREADS,499.66999999999894,190
1548,FOOT CARE PRODUCTS,FOOT CARE - MEDICATED CORN/CAL,805.6400000000006,189
2678,NUTS,PISTACHIOS,876.7500000000013,187
666,CHARCOAL AND LIGHTER FLUID,MATCHES,209.96999999999977,187
700,CHICKEN,BREAST - BONELESS,631.9300000000001,187
3198,SHAVING CARE PRODUCTS,MENS HAIR SPRAYS/TONICS/CREAMS,1012.3000000000014,186
360,BEEF,KABOBS,999.4200000000005,184
1807,HAIR CARE ACCESSORIES,BOBBY PINS AND ACCESSORIES,401.69000000000057,184
3189,SERVICE BEVERAGE,SV BEV: N/CARB FLV FRK/MINWTR,187.61000000000013,184
3194,SEWING,SEWING NOTIONS,292.64999999999986,184
985,COOKWARE & BAKEWARE,SEASONAL,465.040000000001,183
1983,HISPANIC,DIPS (NON-REFRIGERATED),519.3200000000005,183
3608,TOYS AND GAMES,GAMES,800.0300000000008,182
2614,NEW AGE,TEA SWEETENED,207.08999999999992,182
195,BAG SNACKS,SNACKS: SALTY,54.300000000000075,181
1392,FIRST AID PRODUCTS,ELSTC BNDGES SUPRT HOSE,1298.6799999999994,180
2175,IRONING AND CHEMICALS,CARPET CLEANERS,2152.689999999999,180
3507,STATIONERY & SCHOOL SUPPLIES,SEASONAL/NON-BASIC MERCH,412.80000000000024,180
1020,COUPON/MISC ITEMS,FLORAL DEPT KEY RING,1078.4200000000005,180
3687,TURKEY,WHOLE - HENS (15 LBS & UNDER F,2222.3299999999995,179
717,CHICKEN,MARINATED POULTRY,674.9000000000001,179
561,CANDY - PACKAGED,CANDY BOX NON-CHOCOLATE,179.21999999999989,179
1389,FIREWORKS,AGE RESTRICTED FIREWORKS,985.6800000000013,179
799,CHRISTMAS  SEASONAL,STOCKINGS/TREE SKIRTS/HATS,263.5400000000001,179
2721,ORGANICS FRUIT & VEGETABLES,ORGANIC CITRUS,260.10999999999996,178
147,BABY HBC,BABY ANTIBIOTIC OINTMENTS & CR,775.9900000000015,178
2385,MAGAZINE,AUTOMOBILE-MAGAZINE,793.170000000001,177
357,BEEF,GRND/PATTY - ROUND,768.2200000000003,177
3206,SHORTENING/OIL,COOKING OIL: PEANUT SAFFLOWER,959.8900000000002,177
850,COFFEE SHOP,SV BEV: COFFEE DINE IN,557.5400000000003,176
3208,SHORTENING/OIL,CORN OIL,358.0500000000001,175
349,BEEF,EXTERNAL,211.40999999999994,174
1910,HARDWARE SUPPLIES,FASTENERS,435.8600000000006,174
375,BEEF,RIB - STK/CHP/SLC,2110.7100000000005,173
484,BROOMS AND MOPS,MISC CHEMICALS,365.31000000000023,173
1915,HARDWARE SUPPLIES,HANGERS,331.96000000000004,173
2126,IMPORTED WINE,FRENCH WINES,1766.8600000000013,173
2712,ORAL HYGIENE PRODUCTS,WHITENING SYSTEMS,2301.809999999998,172
324,BATTERIES,BATTERIES,862.5900000000017,171
1771,GLASSWARE & DINNERWARE,PROMO/ENDCAP,241.5400000000002,171
2909,PORK,STUFFED/MIXED PORK,925.8400000000008,171
129,AUTOMOTIVE PRODUCTS,INTERIOR/EXTERIOR ACCESSIORES,529.9500000000006,171
2910,PORK,VARIETY MEAT - CUBE/STW/STRP,413.73999999999984,170
2668,NON-DAIRY BEVERAGES,MISC,375.37999999999994,169
5,ADULT INCONTINENCE,ADULT INCONTINENCE MISC PRODUC,646.3700000000008,169
947,COOKIES,COOKIES: MESSAGE,1293.7900000000013,169
643,CAT FOOD,CANNED CAT FOOD RATION (ECONOM,145.21000000000004,169
2901,PORK,RIBS - SPARE RIB/BACK RIB,1679.83,169
3038,REFRIGERATED,NON-DAIRY CHEESE,390.65000000000015,168
3519,STONE FRUIT,PEACHES WHITE FLESH,398.54,168
3283,SNKS/CKYS/CRKR/CNDY,CRACKERS,430.5100000000001,168
