,COMMODITY_DESC,SUB_COMMODITY_DESC,SALES_VALUE,QUANTITY
2192,IRONING AND CHEMICALS,SPONGES: BATH HOUSEHOLD,19.96,4
2449,MAKEUP AND TREATMENT,FIRST AID MEDICATIONS,37.96,4
482,BROOMS AND MOPS,KITCHEN TEXTILES,6.97,4
1087,DEODORANTS,DEODORANTS,18.560000000000002,4
2446,MAKEUP AND TREATMENT,FACIAL MOISTURIZERS,13.86,4
2931,PREPAID WIRELESS&ACCESSORIES,TMOBILE,399.96,4
3834,WATCHES/CALCULATORS/LOBBY,*MISC. LOBBY ITEMS,25.96,4
1335,FALL AND WINTER SEASONAL,ALL CAMPING ACCESSORIES,4.96,4
3481,STATIONERY & SCHOOL SUPPLIES,EYE CENTER,15.96,4
2063,HOSIERY/SOCKS,LADIES CASUAL/BOOT SOCK,15.96,4
1050,DELI MEATS,CHEESE:SPECIALTY PREPACK,21.96,4
3758,VEAL,THIN MEATS,33.55,4
3718,UNKNOWN,VEGETABLES ALL OTHER,11.42,4
2168,INSECTICIDES,INSECTICIDES,26.4,4
581,CANDY - PACKAGED,PROCESSED OTHER,9.47,4
395,BERRIES,BERRIES OTHER,11.46,4
2661,NON EDIBLE PRODUCTS,GREEN (NAT DISH&LNDRY DETE),21.96,4
3050,RESTRICTED DIET,BREAKFAST FOODS,9.879999999999999,4
983,COOKWARE & BAKEWARE,PEG TOYS,11.96,4
2680,NUTS,TRAIL MIXES,13.16,4
51,APPAREL,LADIES ACTIVE TOPS,29.96,4
1419,FITNESS&DIET,FITNESS&DIET-POWDER NTRTNL,41.96,4
977,COOKWARE & BAKEWARE,EASTER BASKETS,11.059999999999999,4
2077,HOSIERY/SOCKS,SEASONAL,0.6,4
54,APPAREL,LADIES SPORT SOCKS,22.16,4
3602,TOYS AND GAMES,EXERCISE ACCESSORIES,28.42,4
1929,HARDWARE SUPPLIES,SHOWER HEADS AND ACCESSORIES,21.660000000000004,4
970,COOKWARE & BAKEWARE,AS SEEN ON TV,34.96,4
1926,HARDWARE SUPPLIES,RUBBER GLOVES,19.96,4
1405,FIRST AID PRODUCTS,SINUS AND ALLERGY,42.940000000000005,4
2206,J-HOOKS,DENTAL FLOSS AND IMPLEMENTS,7.96,4
1641,FROZEN PIZZA,DIPS,15.16,4
528,CANDY - CHECKLANE,BANDANA/SCARVES,23.96,4
2202,J-HOOKS,BAGS/ACC,11.96,4
2971,PREPARED/PKGD FOODS,PREPARED/PKGD FOOD MISC,17.36,4
220,BAKED BREAD/BUNS/ROLLS,SNACK CAKE - MULTI PACK,10.879999999999999,4
420,BOOKSTORE,AUDIO,42.82,4
1348,FALL AND WINTER SEASONAL,SMALL ACCESS LADIES BELTS,26.97,4
2329,LIQUOR,BEERALEMALT LIQUORS,12.32,4
3815,VITAMINS,NUT SUPP-NON HERBAL SUPPLEMENT,19.98,4
916,CONDIMENTS/SAUCES,SPICES & SEASONINGS,22.36,4
2644,NO COMMODITY DESCRIPTION,ORGANIC APPLES,12.96,4
1937,HARDWARE SUPPLIES,WIRE,7.96,4
1001,COSMETIC ACCESSORIES,JEWELRY/COSTUME HOLIDAY,6.98,4
1004,COSMETIC ACCESSORIES,MISC. HAIR & BEAUTY ACCESS.,20.96,4
924,CONTINUITIES,CONTINUITY: FLATWARE/CUTLERY,4.79,4
3067,ROLLS,ROLLS: BISCUITS/ENG MUFFINS,5.87,4
2652,NO COMMODITY DESCRIPTION,SPECIALTY,15.96,4
537,CANDY - CHECKLANE,EASTER GIFTWARE/DECOR,4.0,4
582,CANDY - PACKAGED,REVLON,23.380000000000003,4
1705,FRZN SEAFOOD,FRZN BRD WHOLE FILLETS,20.46,4
1379,FILM AND CAMERA PRODUCTS,DIGITAL,154.97,4
1118,DINNER MXS:DRY,SEASONAL CANDY BAGS-CHOCOLATE,2.5,4
3259,SMOKED MEATS,TURKEY THIGHS,12.5,4
2312,LAWN AND GARDEN SHOP,PLANT FOODS,16.96,4
307,BATH,LOTIONS/CREAMS/OILS,9.96,4
2814,PHARMACY,COLD AND FLU - DXM,83.56,4
3386,SPRING/SUMMER SEASONAL,AREA RUGS,29.96,4
697,CHEESES,MISCELLANEOUS CHEESE,19.96,4
445,BREAD,PITA/TORTILLAS,6.6,4
2850,PLASTIC HOUSEWARES,INTERIOR/EXTERIOR ACCESSIORES,9.06,4
3178,SEAFOOD-FRESH,SEAFOOD-MISC-MISC,38.96,4
313,BATH,SOAP- LIQ&BAR,9.96,4
1438,FLORAL- HARD GOODS,HARD GOODS ALL OTHER,14.0,4
3671,TURKEY,MARINATED,18.09,4
1553,FRAGRANCES,COTY FRAGRANCES,29.97,4
768,CHRISTMAS  SEASONAL,DRIED FLOWERS,2.4,4
3175,SEAFOOD-FRESH,SEAFOOD-FRE-SMOKED,7.32,4
1858,HALLOWEEN,MAYBELLINE,11.31,4
3372,SPORTS MEMORABLILIA,BABY BASICS,23.96,4
1195,DOMESTIC GOODS,PILLOWS BED,16.22,4
725,CHICKEN,WINGS,36.44,4
1206,DOMESTIC GOODS,SHAVE CREAMS AND POWDERS,13.860000000000001,4
26,ANALGESICS,MISC. FIRST AID PRODUCTS,16.96,4
1202,DOMESTIC GOODS,RUGS,43.36,4
68,APPAREL,SCREEN PRINT TOPS GIRLS 7-16,55.96,4
2021,HISPANIC,REFRIGERATED MEXICAN PRODUCTS,13.96,4
435,BREAD,BREAD: DIET/ORGANIC,11.49,4
1455,FLORAL- HARD GOODS,WATER SOULABLE FERTILIZERS,19.959999999999997,4
2301,LAWN AND GARDEN SHOP,GARDEN GIFTS,50.72,4
27,ANALGESICS,MISC. OTC MEDICINES,23.46,4
1436,FLORAL- HARD GOODS,FRUIT BASKETS,73.96000000000001,4
689,CHEESES,CHEESE: GIFT PACKS,37.230000000000004,4
1275,EASTER,MISC HOLIDAYS,5.96,4
3432,SPRING/SUMMER SEASONAL,MOPS: SPONGE DECK DUST,28.96,4
3786,VEGETABLES - SHELF STABLE,PEAS FRESH PACK CROWDER,4.5600000000000005,4
3155,SEAFOOD - MISC,SEAFOOD-MISC-RW-ALL,16.43,4
2037,HOME FURNISHINGS,CANDY BAGS-NON CHOCOLATE,4.0,4
3215,SINUS AND ALLERGY,COLD AND FLU,20.96,4
3441,SPRING/SUMMER SEASONAL,PLASTIC TOYS,12.309999999999999,4
2773,PASTA SAUCE,PASTA BAKE,9.96,4
1144,DOG FOODS,CAT TREATS,13.66,4
843,COFFEE FILTERS,TEA KETTLES,11.96,4
423,BOOKSTORE,CHILDRENS  BOOKS,27.26,4
2386,MAGAZINE,AVIATION-MAGAZINE,24.96,4
2604,NATURAL VITAMINS,NUT SUPP-JOINT HEALTH,56.26,4
2475,MAKEUP AND TREATMENT,SUNTAN PROD W/SPF LOTION/OIL,8.02,4
284,BAKING NEEDS,SPECIALTY COOKIES,7.66,4
3146,SEAFOOD - MISC,AUTHENTIC JAPANESE FOODS,8.76,4
2553,MISC WINE,RTD COCKTAILS 750ML PLUS <=42P,23.96,4
2790,PERSONAL CARE APPLIANCES,HAIR COMBS AND BRUSHES,15.96,4
3379,SPORTS MEMORABLILIA,HOBBIES-MAGAZINE,8.23,4
740,CHIPS&SNACKS,DRIED FRUIT - OTHER,9.96,4
3434,SPRING/SUMMER SEASONAL,OUTDOOR DECOR,291.91,4
3728,VALENTINE,SBT,23.96,4
1163,DOMESTIC GOODS,BASIC TOWELS,13.23,4
239,BAKING,MEATLESS/VEGETARIAN,8.16,4
1278,EASTER,PLUSH,24.259999999999998,4
1165,DOMESTIC GOODS,BATH RUGS,37.46,4
1446,FLORAL- HARD GOODS,PLANT FOODS,13.96,4
1167,DOMESTIC GOODS,BATH UTILITY/ORG,9.56,4
1734,GARDEN CENTER,PREMIUM SHRUBS,23.96,4
2476,MAKEUP AND TREATMENT,THERMOS,11.41,4
711,CHICKEN,DRUMS,14.010000000000002,3
387,BEEF,VARIETY MEAT - EXTERNAL,19.77,3
2067,HOSIERY/SOCKS,LADIES TIGHTS,5.17,3
2042,HOME FURNISHINGS,GADGETS/TOOLS,4.3100000000000005,3
3191,SEWING,CLOSET ACCESSORIES,7.2700000000000005,3
1444,FLORAL- HARD GOODS,OUTGOING/INCOMING FTD,159.69,3
952,COOKIES,SPECIALTY COOKIES,11.97,3
1415,FITNESS&DIET,FITNESS&DIET ISOTONIC DRINKS,3.24,3
4,ADULT INCONTINENCE,ADULT INCONTINENCE GUARDS,26.78,3
17,AIR CARE,INTERIOR/EXTERIOR ACCESSIORES,7.67,3
2667,NON-DAIRY BEVERAGES,DRINKS - CARB JUICE (OVER 50%,3.57,3
2262,KITCHEN GADGETS,HD DESIGNS,32.97,3
3664,TURKEY,COOKED,11.97,3
3195,SEWING,TRAVEL AIDS,2.9699999999999998,3
1746,GIFT & FRUIT BASKETS,GIFT BASKETS W/FOOD,49.97,3
3600,TOYS AND GAMES,EASTER BASKET STUFFERS,5.97,3
1744,GIFT & FRUIT BASKETS,GIFT BASKETS (NO FOOD),34.97,3
393,BEERS/ALES,CRV DEPOSIT T/NF,0.24,3
2655,NO COMMODITY DESCRIPTION,TUNA,2.5300000000000002,3
2223,J-HOOKS,MENS GIFTS,1.1099999999999999,3
3757,VEAL,SKIRT,22.33,3
611,CANNED JUICES,JUICE (OVER 50% JUICE),3.87,3
1460,FLORAL-ACCESSORIES,INDR PLANTR ACCESSORIES,3.87,3
1796,GREETING CARDS/WRAP/PARTY SPLY,NOVELTY FIREWORKS,3.0,3
884,CONDIMENTS,FLOURS/GRAINS/SUGAR,9.67,3
3160,SEAFOOD - MISC,SUSHI - PREPACKAGED,17.85,3
3678,TURKEY,STUFFED/MIXED POULTRY,20.78,3
880,COLD CEREAL,SEASONAL MISCELLANEOUS,3.0,3
2597,NATURAL HBC,ORAL HYGIENE PRODUCTS,7.970000000000001,3
3114,SALADS/DIPS,SALAD: INGREDIENTS,1.77,3
2034,HOME FURNISHINGS,BOOKCASES,60.17999999999999,3
2036,HOME FURNISHINGS,CANDY & BREATH MINTS (PKGD) (N,3.0,3
3553,TEAS,DAIRY CASE TEA WITH SUGAR OR S,7.470000000000001,3
3594,TOYS AND GAMES,CHILDREN S ACTIVITY,31.869999999999997,3
868,COLD AND FLU,NUT SUPP-HOMEOPATHY,35.97,3
2051,HOME HEALTH CARE,CONVALESCENT CARE - CANES,22.03,3
688,CHEESES,CAKES: NOVELTIES,29.97,3
860,COLD AND FLU,ADULT ANALGESICS,12.370000000000001,3
684,CHEESE,RICOTTA CHEESE,8.07,3
3033,REFRIGERATED,JUICE (OVER 50% JUICE),3.57,3
2039,HOME FURNISHINGS,FOLDING FURNITURE,79.97,3
1733,GARDEN CENTER,PREMIUM PERENNIALS (OUTDOOR),44.97,3
2612,NEW AGE,JUICE (UNDER 10% JUICE),17.97,3
3848,WATER,JUICE,2.9699999999999998,3
849,COFFEE SHOP,SV BEV: CARB BEVERAGE,2.9699999999999998,3
848,COFFEE SHOP,GROUND COFFEE,29.07,3
2268,KITCHEN GADGETS,MISCELLANEOUS HOLIDAY GIFTWARE,2.9699999999999998,3
2032,HOME FREEZING & CANNING SUPPLY,SEASONAL,5.97,3
775,CHRISTMAS  SEASONAL,GIFTWARE/DECOR,17.72,3
1721,GARDEN CENTER,GARLAND,17.97,3
3078,ROSES,ROSES BULK,8.97,3
3182,SEASONAL,PUMPKINS NON FOOD DECORATED,4.99,3
776,CHRISTMAS  SEASONAL,GRASS/SHRED,4.5,3
1940,HEAT/SERVE,BREADED - CHICKEN,9.27,3
1738,GARDEN CENTER,TREES,89.97,3
1718,GARDEN CENTER,DOOR CHARMS,13.99,3
356,BEEF,GRND/PATTY - CHUCK(EW),28.349999999999998,3
3830,WAREHOUSE SNACKS,MULT PK BAG SNACKS,6.57,3
902,CONDIMENTS/SAUCES,COVERGIRL,11.37,3
779,CHRISTMAS  SEASONAL,JHOOK - MISC,4.47,3
3523,SUGARS/SWEETNERS,GERMAN FOODS,5.97,3
3528,SUNTAN,PEG TOYS,8.97,3
37,ANTACIDS,WATER GUNS,32.47,3
38,APPAREL,4-20 BOYS TEAM SPORT,29.97,3
3097,SALADS/DIPS,DELI TRAY:SANDWICHES,83.97,3
785,CHRISTMAS  SEASONAL,NO-NONSENSE,7.470000000000001,3
3245,SMOKED MEATS,LOIN - CHOPS BONE-IN,17.810000000000002,3
3524,SUGARS/SWEETNERS,KITES,3.0,3
2632,NO COMMODITY DESCRIPTION,DOLLAR DAYS,3.0,3
305,BATH,HAPPY,10.1,3
2630,NO COMMODITY DESCRIPTION,DISPOSABLE FOILWARE,5.97,3
153,BABY HBC,BEDDING ACCESSORIES,3.0,3
2214,J-HOOKS,INDR PLANTR ACCESSORIES,5.97,3
2171,INSECTICIDES,SLUG BAITS,7.5,3
2130,IN-STORE PHOTOFINISHING,DEVELOP/ PRINT PROCESSING,11.95,3
1865,HALLOWEEN,PROMO/ENDCAP,5.97,3
1551,FRAGRANCES,BODY FANTASY,20.97,3
425,BOOKSTORE,COMICS,10.92,3
3643,TOYS AND GAMES,SOCCER,29.97,3
2186,IRONING AND CHEMICALS,LAUNDRY,16.47,3
1834,HAIR CARE PRODUCTS,PARTY SEASONAL,3.0,3
2887,PORK,INTERNAL FRESH,14.999999999999998,3
2318,LAWN AND GARDEN SHOP,SHORT HANDLED TOOLS,5.97,3
2297,LAWN AND GARDEN SHOP,CHIMES/WIND &WALL DECOR,27.97,3
3727,VALENTINE,PLUSH,17.97,3
165,BABY HBC,WOMENS  HAIR SPRAYS,17.97,3
1864,HALLOWEEN,PEG TOYS,32.97,3
2134,INFANT CARE PRODUCTS,BABY BASIC INF-TODD BEDDING,17.97,3
1155,DOLLAR VALUE PRODUCTS,DESIGNER FRAGRANCES,5.85,3
3645,TOYS AND GAMES,SPORTS MEDICINE,12.47,3
1123,DINNER SAUSAGE,FRESH-BETTER FOR YOU,9.370000000000001,3
429,BOOKSTORE,MAPS/ATLAS,14.129999999999999,3
1320,EXOTIC GAME/FOWL,DUCKS,47.77,3
961,COOKIES/CONES,KOSHER FOODS,3.57,3
2128,IMPORTED WINE,POPULAR 750ML WINES,26.97,3
411,BEVERAGE,TEA UNSWEETENED (CAN/BOTTLE),10.47,3
2919,PORTABLE ELECTRIC APPLIANCES,SEASONAL,15.99,3
1872,HALLOWEEN,SUNTAN PROD W/SPF LOTION/OIL,3.6100000000000003,3
1875,HAND/BODY/FACIAL PRODUCTS,BATH OILS,39.07,3
2504,MEAT - MISC,RICE SIDE DISH MIXES DRY,2.97,3
2933,PREPARED FOOD,DELI TRAY:MEAT AND CHEESE,124.97,3
3620,TOYS AND GAMES,MISC. HAIR & BEAUTY ACCESS.,3.0,3
2325,LAWN AND GARDEN SHOP,WATER SOULABLE FERTILIZERS,28.770000000000003,3
2939,PREPARED FOOD,OTHER - FULLY COOKED,209.96999999999997,3
1519,FLORAL-FRESH CUT,HYDRANGEAS,32.97,3
1889,HAND/BODY/FACIAL PRODUCTS,PERSONAL REPELLANTS,20.97,3
3385,SPRING/SUMMER SEASONAL,ALL CAMPING ACCESSORIES,9.18,3
1305,ETHNIC PERSONAL CARE,BABY CREAMS & OINTMENTS,8.67,3
3346,SPICES & EXTRACTS,AUTHENTIC INDIAN FOODS,11.07,3
2842,PLASTIC HOUSEWARES,CARTS,40.980000000000004,3
1847,HALLOWEEN,DISPOSABLE FOILWARE,4.49,3
2164,INSECTICIDES,CANDLES,3.2299999999999995,3
2366,LIQUOR,ULTRA/SUPER VODKA,89.47,3
87,AUDIO/VIDEO PRODUCTS,AGE RESTRICTED SPHE DVDS,39.97,3
1210,DOMESTIC GOODS,TABLETOP,7.970000000000001,3
3446,SPRING/SUMMER SEASONAL,RESIN FOUNTAINS,89.97,3
2817,PHARMACY,JHOOK - PERSONAL CARE,17.97,3
2819,PHARMACY,N-PRESC HEARING AID BATTERIES,20.97,3
1264,EASTER,ACTIVITY,5.97,3
1853,HALLOWEEN,KITES,17.97,3
98,AUDIO/VIDEO PRODUCTS,FINISHED ELECTRICAL,25.47,3
75,APPAREL,YNG MEN SCREEN PRINT T-SHIRTS,20.98,3
1555,FRAGRANCES,FRAGRANCED BATH PRODUCTS,18.87,3
2840,PLASTIC HOUSEWARES,BATH UTILITY/ORG,19.17,3
2843,PLASTIC HOUSEWARES,COOLERS,3.57,3
1173,DOMESTIC GOODS,CHAIR PADS,15.98,3
3451,SPRING/SUMMER SEASONAL,SOCCER,18.97,3
163,BABY HBC,PAPER NAPKINS,6.470000000000001,3
2471,MAKEUP AND TREATMENT,SCHOOL INSTRUMENTS,4.98,3
3453,SPRING/SUMMER SEASONAL,SUNTAN PROD W/SPF LOTION/OIL,13.47,3
2852,PLASTIC HOUSEWARES,KIDS STORAGE,11.58,3
2854,PLASTIC HOUSEWARES,LIQUID SOAP,7.470000000000001,3
1282,EASTER,SEASONAL/NON-BASIC MERCH,3.0,3
3698,UNKNOWN,CORPORATE DELETES (DO NOT USE,9.04,3
2857,PLASTIC HOUSEWARES,PLSTC WASTE BSKTS/DRNRS/STR,4.77,3
72,APPAREL,UNBREAKABLE TABLETOP,2.37,3
3709,UNKNOWN,ORGANIC SQUASH,5.07,3
3456,SPRING/SUMMER SEASONAL,TENTS & SHELTERS,51.22,3
67,APPAREL,MISSY TRAD KNIT TOPS,14.97,3
1174,DOMESTIC GOODS,CONTINUITY,15.379999999999999,3
3347,SPICES & EXTRACTS,AUTHENTIC SOUPS BOUILLONS,4.47,3
996,COSMETIC ACCESSORIES,COSMETIC BAGS,19.509999999999998,3
2438,MAKEUP AND TREATMENT,CHOCOLATE SYRUP,6.27,3
2999,PROD SUPPLIES,TICKETS,2.52,3
2428,MAKEUP AND TREATMENT,ALL UNDERWEAR,7.5,3
3814,VITAMINS,NUT SUPP-MULTIPLE COMBIN,22.57,3
1909,HARDWARE SUPPLIES,FASHION STORAGE,52.97,3
2200,ISOTONIC DRINKS,JUICE (UNDER 50% JUICE),3.0,3
1631,FROZEN PIE/DESSERTS,DECOR,9.99,3
2697,ORAL HYGIENE PRODUCTS,FEM HYGN DOUCHES,10.17,3
108,AUDIO/VIDEO PRODUCTS,PERSONAL CD,37.47,3
2991,PROCESSED,SAUCE MIXES GRAVY MIXES DRY,4.7700000000000005,3
402,BEVERAGE,ASEPTIC MILK,44.97,3
1917,HARDWARE SUPPLIES,MEASURE AND LAYOUT,20.67,3
1378,FILM AND CAMERA PRODUCTS,COMPUTER ACCESSORIES,28.47,3
999,COSMETIC ACCESSORIES,IMPLEMENTS SETS,3.4699999999999998,3
1038,CRACKERS/MISC BKD FD,MAINSTREAM WHEAT/MULTIGRAIN BR,5.56,3
1383,FILM AND CAMERA PRODUCTS,MULTIPACKS,18.97,3
183,BAG SNACKS,MEAT SNACKS,15.57,3
987,COOKWARE & BAKEWARE,VALENTINE GIFTWARE/DECOR,5.97,3
984,COOKWARE & BAKEWARE,REVLON,13.870000000000001,3
3609,TOYS AND GAMES,GLOVES,3.27,3
188,BAG SNACKS,PICKLD VEG PEPPERS ETC,6.57,3
980,COOKWARE & BAKEWARE,HAIR BARRETTES TAILERS,11.48,3
1924,HARDWARE SUPPLIES,POLY SHEETING,5.01,3
973,COOKWARE & BAKEWARE,CANNING SPICESSALSAPICKLING,8.97,3
1402,FIRST AID PRODUCTS,PILL CASES DOSAGE AIDS,5.470000000000001,3
1404,FIRST AID PRODUCTS,RX MEDICATED OTC DRUGS,11.97,3
1622,FROZEN MEAT,PREP FD: PIZZA (COLD),5.97,3
3325,SOFT DRINKS,TEA BAGS HERBAL & FLAVORED,13.77,3
1831,HAIR CARE PRODUCTS,MISC BUDGET COSMETICS,6.970000000000001,3
3813,VITAMINS,NUT SUPP-JOINT HEALTH,29.07,3
2431,MAKEUP AND TREATMENT,ASEPTIC PACK JUICE AND DRINKS,6.23,3
1792,GREETING CARDS/WRAP/PARTY SPLY,MAKE-UP/WIGS,6.73,3
407,BEVERAGE,TEA (CANNED/BOTTLED) W/SWEETEN,4.47,3
1051,DELI MEATS,CHIX: ROTISSERIE COLD,14.52,3
523,CANDLES/ACCESSORIES,NON FOOD KOSHER ITEMS,7.27,3
3415,SPRING/SUMMER SEASONAL,FURNITURE COVERS,13.73,2
3501,STATIONERY & SCHOOL SUPPLIES,SALLY HANSEN,4.59,2
3606,TOYS AND GAMES,FISHER PRICE BRANDS,4.98,2
3403,SPRING/SUMMER SEASONAL,DECOR,3.0,2
3601,TOYS AND GAMES,ELECTRONIC LEARNING AIDS,22.779999999999998,2
3840,WATCHES/CALCULATORS/LOBBY,FIRE STARTERS,29.98,2
3352,SPICES & EXTRACTS,GARLIC JAR,3.98,2
549,CANDY - PACKAGED,BASIC TOWELS,1.98,2
3679,TURKEY,THIGHS,7.220000000000001,2
616,CANNED JUICES,NECTARS (50% AND UNDER JCE),3.3800000000000003,2
3408,SPRING/SUMMER SEASONAL,EASTER GIFTWARE/DECOR,9.74,2
287,BATH,ALL UNDERWEAR,5.0,2
3764,VEGETABLES - ALL OTHERS,GREEN ONIONS,1.0,2
698,CHEESES,RICOTTA CHEESE,9.98,2
334,BEANS - CANNED GLASS & MW,MISCELLANEOUS VEGETABLES,3.78,2
3413,SPRING/SUMMER SEASONAL,FOLDING FURNITURE,56.230000000000004,2
84,APPLES,TROPICAL FRUIT - OTHER,2.98,2
3723,VALENTINE,COLOR SETS,13.58,2
94,AUDIO/VIDEO PRODUCTS,COMPUTER ACCESSORIES,11.0,2
3742,VALUE ADDED FRUIT,PINEAPPLE WEDGE/SLICED/CHUNKS,7.880000000000001,2
260,BAKING NEEDS,AS SEEN ON TV,13.99,2
3726,VALENTINE,MISC HOLIDAYS,3.48,2
16,AIR CARE,FABRIC REFRESHERS/DRY CLEAN,9.98,2
3823,WAREHOUSE SNACKS,ALL FAMILY CEREAL,1.78,2
3634,TOYS AND GAMES,PROMOTIONAL,8.48,2
162,BABY HBC,NUT SUPP-CHILDREN,19.98,2
3221,SINUS AND ALLERGY,PARTY SEASONAL,7.49,2
228,BAKED SWEET GOODS,SW GDS:SW ROLLS/DAN-LESS THN 6,5.38,2
3311,SOFT DRINKS,SFT DRNK 1 LITER BTL CARB (EXC,2.98,2
202,BAKED BREAD/BUNS/ROLLS,BREAD:SAVORY/SPECIALTY,9.58,2
574,CANDY - PACKAGED,KOSHER FOODS,1.18,2
93,AUDIO/VIDEO PRODUCTS,CLOCK RADIO,20.08,2
21,ANALGESICS,COLD AND FLU,11.98,2
569,CANDY - PACKAGED,DOORMATS RUN RUNNERS CARPT,3.98,2
3428,SPRING/SUMMER SEASONAL,MISC. LAWN & GARDEN,31.229999999999997,2
3345,SOUP,VARIETY BEANS - KIDNEY PINTO,2.18,2
565,CANDY - PACKAGED,CARAMEL COATED SNACKS,4.28,2
3447,SPRING/SUMMER SEASONAL,SALLY HANSEN,3.5,2
3494,STATIONERY & SCHOOL SUPPLIES,MISC. INFANT SUPPLY,13.98,2
3368,SPICES & EXTRACTS,THERMOS,17.98,2
465,BREAKFAST SWEETS,SNACK CAKE - MULTI PACK,4.17,2
548,CANDY - PACKAGED,BANDANA/SCARVES,17.98,2
536,CANDY - CHECKLANE,DIET CNTRL BARS NUTRITIONAL,1.78,2
3289,SNKS/CKYS/CRKR/CNDY,SPECIALTY SNACKS (SOYNUTS/TRAI,7.98,2
61,APPAREL,MENS KNIT WEAR,1.0,2
526,CANDLES/ACCESSORIES,REVLON,11.18,2
49,APPAREL,GOLF,4.0,2
3649,TOYS AND GAMES,TRICYCLES/WAGONS/ETC,39.98,2
597,CANNED JUICES,COCKTAIL MIXES-FLUID:ADD LIQ,9.98,2
3254,SMOKED MEATS,SMOKED CHOPS BONE-IN,22.41,2
3828,WAREHOUSE SNACKS,MISC BAG SNACKS,3.98,2
317,BATH,YARDLEY,11.99,2
320,BATH TISSUES,PAPER NAPKINS,2.58,2
527,CANDLES/ACCESSORIES,VALENTINE GIFTWARE/DECOR,5.98,2
322,BATTERIES,*ATTERIES:CAMERA/FLASH/WATCH,13.98,2
667,CHARCOAL AND LIGHTER FLUID,PHOTO ALBUMS,25.98,2
3371,SPORTS MEMORABLILIA,4-20 BOYS TEAM SPORT,33.16,2
3369,SPORTS MEMORABLILIA,*SPORT NOVELTIES,10.98,2
3366,SPICES & EXTRACTS,SWEETENERS,6.38,2
3623,TOYS AND GAMES,NAILCARE,13.98,2
3487,STATIONERY & SCHOOL SUPPLIES,HAIR BARRETTES TAILERS,9.98,2
102,AUDIO/VIDEO PRODUCTS,HOME AUDIO,88.86999999999999,2
309,BATH,NEOTERIC,2.98,2
3468,STATIONERY & SCHOOL SUPPLIES,BETA VIDEO TAPE,27.979999999999997,2
545,CANDY - PACKAGED,ALMAY,16.990000000000002,2
3695,UNKNOWN,BINDERS & PORTFOLIOS,6.74,2
3299,SOFT DRINKS,CAN/BTL BEVERAGE,5.58,2
3639,TOYS AND GAMES,SEASONAL,10.98,2
483,BROOMS AND MOPS,METAL POLISH&RUST REMOVERS,8.98,2
3627,TOYS AND GAMES,PARTY SEASONAL,2.0,2
328,BATTERIES,EASTER EGG COLORING,3.98,2
107,AUDIO/VIDEO PRODUCTS,PERIPHERALS,39.98,2
3389,SPRING/SUMMER SEASONAL,BASEBALL,15.98,2
3459,SPRING/SUMMER SEASONAL,UMBRELLAS,129.98,2
100,AUDIO/VIDEO PRODUCTS,HEADCLEANERS,16.78,2
3836,WATCHES/CALCULATORS/LOBBY,CIG LIGHTERS/LTR FLUID/PIPES,1.86,2
314,BATH,SUNTAN PROD W/SPF LOTION/OIL,10.98,2
3262,SNACK NUTS,BAKING NUTS,10.98,2
3832,WAREHOUSE SNACKS,SEASONAL MISCELLANEOUS,2.0,2
112,AUDIO/VIDEO PRODUCTS,SNSL/PROMO,19.98,2
2935,PREPARED FOOD,HOLIDAY DINNER (HOT),75.98,2
1852,HALLOWEEN,HALLOWEN,7.98,2
1125,DINNER SAUSAGE,KOSHER/SPECIALTY,9.38,2
2645,NO COMMODITY DESCRIPTION,PICTURE FRAMES,2.23,2
2937,PREPARED FOOD,MEXICAN SOFT TORTILLAS AND WRA,3.58,2
2647,NO COMMODITY DESCRIPTION,RAMEN NOODLES/RAMEN CUPS,1.38,2
2648,NO COMMODITY DESCRIPTION,RASPBERRIES,5.98,2
2207,J-HOOKS,DIECAST MINI,9.98,2
2455,MAKEUP AND TREATMENT,HAIR BARRETTES TAILERS,1.5,2
2213,J-HOOKS,HAIR CONDITIONERS AND RINSES,7.98,2
2453,MAKEUP AND TREATMENT,FRESH MINERAL,11.49,2
2907,PORK,SMOKED OFFAL,7.0,2
2222,J-HOOKS,LAUNDRY BAGS,7.98,2
2189,IRONING AND CHEMICALS,MISC HOUSEHOLD- VAL PACKS,9.98,2
1127,DINNER SAUSAGE,MISC SALES TRANS,7.29,2
2448,MAKEUP AND TREATMENT,FACIAL TISSUE & PAPER HANDKE,5.98,2
1157,DOLLAR VALUE PRODUCTS,MISC. HAIR & BEAUTY ACCESS.,1.98,2
1158,DOLLAR VALUE PRODUCTS,UNBREAKABLE TABLETOP,1.75,2
2227,J-HOOKS,MOUTHWASH RINSES AND SPRAYS,5.98,2
1164,DOMESTIC GOODS,BATH ACCESSORIES,2.98,2
2434,MAKEUP AND TREATMENT,BASIC OPENSTOCK,3.98,2
2876,POPCORN,SEASONAL CANDY BAGS-CHOCOLATE,1.5,2
2233,J-HOOKS,SHAVERS: MENS  WOMENS,3.99,2
2642,NO COMMODITY DESCRIPTION,MISC. SEASONAL ITEMS,4.0,2
2463,MAKEUP AND TREATMENT,MISC. SEASONAL ITEMS,34.98,2
1677,FRZN MEAT/MEAT DINNERS,CHICKEN-FULLY COOKED,5.0,2
1034,CRACKERS/MISC BKD FD,BABY FOOD - BEGINNER,5.52,2
1869,HALLOWEEN,SEASONAL PRESHCOOL,2.0,2
